Date,settled_cases,volatility_index,growth_GDP,growth_unemp,lag_vol,growth_HPI,settled_lag,through,crisis,peak
2016-01-31,6,20.2,0.20542027007900288,-0.040821994520255034,15.63,-0.0004625518668781581,3.0,0.0,0,0.0
2016-02-29,5,20.55,0.1497659477319928,0.02061928720273576,11.87,0.0013813102952031642,1.0,0.0,0,0.0
2016-03-31,2,13.95,0.09585077183901092,0.020202707317519275,13.42,0.00748969269189903,4.0,0.0,0,0.0
2016-04-30,4,15.7,0.04479784875600501,0.019802627296179764,13.29,0.010637589434423944,2.0,0.0,0,0.0
2016-05-31,2,14.19,-8.821949079163005e-05,-0.0606246218164348,17.06,0.010298338975982091,1.0,0.0,0,0.0
2016-06-30,5,15.63,-0.03561090939508915,0.02061928720273576,13.33,0.008716035119365806,2.0,0.0,0,0.0
2016-07-31,7,11.87,-0.061420817972702935,-0.02061928720273576,14.04,0.006076547898178575,4.0,0.0,0,0.0
2016-08-31,7,13.42,-0.07878598632021294,0.02061928720273576,11.99,0.0034954679077676687,3.0,0.0,0,0.0
2016-09-30,4,13.29,-0.09009504700492244,0.020202707317519275,12.92,0.0015882775426518947,0.0,0.0,0,0.0
2016-10-31,8,17.06,-0.09899965862680915,-0.020202707317519275,12.37,0.00041840663757763963,2.0,0.0,0,0.0
2016-11-30,2,13.33,-0.10927361655821244,-0.04167269640056803,10.82,0.0011673522792703395,5.0,0.0,0,0.0
2016-12-31,1,14.04,-0.12388261582370319,0.0,10.41,0.0009437442394419904,2.0,0.0,0,0.0
2017-01-31,3,11.99,-0.14399386185800722,0.0,11.18,0.0013977075541315997,2.0,0.0,0,0.0
2017-02-28,1,12.92,-0.16890240918409916,-0.021506205220963803,10.26,0.002006463538715586,3.0,0.0,0,0.0
2017-03-31,4,12.37,-0.19559757680299583,-0.04445176257083361,10.59,0.008071590007489249,2.0,0.0,0,0.0
2017-04-30,2,10.82,-0.2180196897347031,0.022472855852058604,9.51,0.010651158603312894,0.0,0.0,0,0.0
2017-05-31,1,10.41,-0.22891587774979882,-0.022472855852058604,10.18,0.01052316477959181,1.0,0.0,0,0.0
2017-06-30,2,11.18,-0.22201709931900382,-0.022989518224698857,11.28,0.00908335030025853,4.0,0.0,0,0.0
2017-07-31,4,10.26,-0.19506094117380712,0.0,11.04,0.0065095488689488334,1.0,0.0,0,0.0
2017-08-31,3,10.59,-0.14808028338519819,0.022989518224698857,13.54,0.004335136546815832,2.0,0.0,0,0.0
2017-09-30,0,9.51,-0.08318436761459225,-0.04652001563489283,19.85,0.0024248289585671046,1.0,0.0,0,0.0
2017-10-31,2,10.18,-0.005829797359524491,-0.024097551579060683,19.97,0.0013588247489364491,1.0,0.0,0,0.0
2017-11-30,5,11.28,0.07719507358000044,0.024097551579060683,15.93,0.0018685709337553646,2.0,0.0,0,0.0
2017-12-31,2,11.04,0.15883694587999742,-0.024097551579060683,15.43,0.0020284345350969346,1.0,0.0,0,0.0
2018-01-31,2,13.54,0.23238718203300834,-0.024692612590371477,16.09,0.0013720956702618636,1.0,0.0,0,0.0
2018-02-28,3,19.85,0.2918429154509994,0.024692612590371477,12.83,0.0040187255225268,1.0,0.0,0,0.0
2018-03-31,2,19.97,0.3328007130660069,-0.024692612590371477,12.86,0.008427392483038254,0.0,0.0,0,0.0
2018-04-30,0,15.93,0.35431181575398796,0.0,12.12,0.01022233906233705,1.0,0.0,0,0.0
2018-05-31,1,15.43,0.3569159029910054,-0.05129329438755059,21.23,0.009117036196313322,1.0,0.0,0,0.0
2018-06-30,4,16.09,0.3420335841729951,0.05129329438755059,18.07,0.00783017718148038,0.0,0.0,0,0.0
2018-07-31,1,12.83,0.3126841541370027,-0.05129329438755059,25.42,0.004438650861358973,0.0,0.0,0,0.0
2018-08-31,2,12.86,0.2726451286469995,0.0,16.57,0.001861490119033249,0.0,0.0,0,0.0
2018-09-30,1,12.12,0.22663387296998394,-0.02666824708216109,14.78,0.000277464752804768,0.0,0.0,0,0.0
2018-10-31,1,21.23,0.18124072223399423,0.02666824708216109,13.71,2.9202338135192463e-05,0.0,0.0,0,0.0
2018-11-30,2,18.07,0.142396012555011,0.0,13.12,-0.001227233036076747,0.0,0.0,0,0.0
2018-12-31,1,25.42,0.1128012933469904,0.02597548640326064,18.71,-0.0019462044194016315,0.0,0.0,0,0.0
2019-01-31,1,16.57,0.08889365134000116,0.025317807984289953,15.08,-0.0024001634442676334,0.0,0.0,0,0.0
2019-02-28,1,14.78,0.0650845253889969,-0.05129329438755059,16.12,0.0011299187514000053,0.0,0.0,0,0.0
2019-03-31,0,13.71,0.03754908955700387,0.0,18.98,0.006544012555528056,0.0,0.0,0,0.0
2019-04-30,1,13.12,0.007970759001992178,-0.02666824708216109,16.24,0.00921923943990599,0.0,0.0,0,0.0
2019-05-31,1,18.71,-0.01945032076200448,0.0,13.22,0.007966069081843052,0.0,0.0,0,0.0
2019-06-30,0,15.08,-0.04084383191489849,-0.027398974188114655,12.62,0.005921317321508468,0.0,0.0,0,0.0
2019-07-31,0,16.12,-0.05567196908329208,0.0,13.78,0.0035814315671531816,1.0,0.0,0,0.0
2019-08-31,0,18.98,-0.06483785879150616,0.027398974188114655,18.84,0.0017056666746428917,0.0,0.0,0,0.0
2019-09-30,0,16.24,-0.06929603913759763,-0.055569851154810834,40.11,0.0008635354999038114,0.0,0.0,0,0.0
2019-10-31,0,13.22,-0.0690978514624021,0.02817087696669618,53.54,0.0004244161983200101,0.0,0.0,0,0.0
2019-11-30,0,12.62,-0.06373134256701007,0.0,34.15,0.0006598451488635249,0.0,0.0,0,0.0
